date,city,country,lat,lon,maxtemp_c,avgtemp_c,mintemp_c,maxwind_kph,totalprecip_mm,avghumidity,condition
2022-12-12,Bern,Switzerland,46.92,7.47,-2.0,-9.4,-14.0,6.1,0.0,88.0,Partly cloudy
2022-12-13,Bern,Switzerland,46.92,7.47,-1.6,-5.7,-10.3,4.3,1.2,90.0,Light freezing rain
2022-12-14,Bern,Switzerland,46.92,7.47,4.3,1.4,-2.9,7.3,5.2,99.0,Light freezing rain
2022-12-15,Bern,Switzerland,46.92,7.47,3.6,1.6,0.0,7.8,6.7,98.0,Light freezing rain
2022-12-16,Bern,Switzerland,46.92,7.47,0.2,-1.6,-5.6,10.4,7.4,96.0,Patchy moderate snow
2022-12-17,Bern,Switzerland,46.92,7.47,-1.4,-5.8,-8.3,6.1,0.0,96.0,Cloudy
2022-12-18,Bern,Switzerland,46.92,7.47,1.3,-5.6,-9.9,6.1,0.0,93.0,Partly cloudy
2022-12-19,Bern,Switzerland,46.92,7.47,5.1,0.5,-4.0,6.5,0.0,94.0,Overcast
2022-12-20,Bern,Switzerland,46.92,7.47,6.6,1.8,-1.4,6.8,0.0,94.0,Overcast
2022-12-21,Bern,Switzerland,46.92,7.47,5.5,3.0,1.2,10.2,1.9,97.0,Moderate rain at times
2022-12-22,Bern,Switzerland,46.92,7.47,9.1,6.0,3.4,15.8,3.4,92.0,Patchy rain possible
2022-12-23,Bern,Switzerland,46.92,7.47,10.9,8.3,4.9,16.9,15.8,91.0,Moderate or heavy rain shower
2022-12-24,Bern,Switzerland,46.92,7.47,8.7,7.7,6.2,15.8,15.3,96.0,Moderate or heavy rain shower
2022-12-25,Bern,Switzerland,46.92,7.47,11.8,6.0,2.8,8.6,0.0,86.0,Partly cloudy
2022-12-26,Bern,Switzerland,46.92,7.47,11.1,6.3,2.8,19.5,7.3,84.0,Moderate or heavy rain shower
2022-12-27,Bern,Switzerland,46.92,7.47,7.8,5.0,0.9,12.2,3.4,92.0,Patchy rain possible
2022-12-28,Bern,Switzerland,46.92,7.47,9.5,2.6,-0.2,7.9,0.0,82.0,Overcast
2022-12-29,Bern,Switzerland,46.92,7.47,9.4,3.9,0.4,9.8,7.2,72.0,Patchy rain possible
2022-12-30,Bern,Switzerland,46.92,7.47,7.9,5.3,2.6,11.2,11.3,90.0,Moderate rain at times
2022-12-31,Bern,Switzerland,46.92,7.47,13.7,8.4,5.5,12.2,0.0,85.0,Cloudy
2023-01-01,Bern,Switzerland,46.92,7.47,12.7,6.8,3.8,6.5,0.0,81.0,Partly cloudy
2023-01-02,Bern,Switzerland,46.92,7.47,11.0,6.1,2.9,7.2,2.6,81.0,Patchy rain possible
2023-01-03,Bern,Switzerland,46.92,7.47,9.1,6.5,3.2,4.0,4.8,90.0,Patchy rain possible
2023-01-04,Bern,Switzerland,46.92,7.47,9.2,4.5,1.0,10.8,0.0,90.0,Cloudy
2023-01-05,Bern,Switzerland,46.92,7.47,8.7,5.9,4.4,8.3,3.4,88.0,Moderate rain at times
2023-01-06,Bern,Switzerland,46.92,7.47,8.4,4.5,1.5,5.8,0.0,91.0,Cloudy
2023-01-07,Bern,Switzerland,46.92,7.47,8.5,3.8,1.4,6.4,0.0,82.0,Overcast
2023-01-08,Bern,Switzerland,46.92,7.47,6.5,3.6,1.8,11.5,3.2,86.0,Patchy rain possible
2023-01-09,Bern,Switzerland,46.92,7.47,5.9,4.1,1.8,19.8,6.6,88.0,Moderate rain at times
2023-01-10,Bern,Switzerland,46.92,7.47,4.1,1.8,-1.0,13.3,3.1,90.0,Light freezing rain
2023-01-11,Bern,Switzerland,46.92,7.47,7.0,4.2,1.2,16.6,4.1,87.0,Heavy rain at times
2023-01-12,Bern,Switzerland,46.92,7.47,5.9,4.0,1.8,14.8,0.0,92.0,Overcast
2023-01-13,Bern,Switzerland,46.92,7.47,6.6,4.4,2.2,14.0,2.7,89.0,Moderate rain at times
2023-01-14,Bern,Switzerland,46.92,7.47,7.0,2.9,-1.8,11.2,0.8,81.0,Overcast
2023-01-15,Bern,Switzerland,46.92,7.47,6.5,3.4,-2.5,20.5,8.1,89.0,Moderate or heavy rain shower
2023-01-16,Bern,Switzerland,46.92,7.47,3.4,-1.0,-4.5,22.3,2.6,86.0,Light freezing rain
2023-01-17,Bern,Switzerland,46.92,7.47,0.8,-2.2,-6.1,10.8,5.6,85.0,Moderate snow
2023-01-18,Bern,Switzerland,46.92,7.47,-0.5,-4.2,-6.3,6.1,5.1,90.0,Patchy moderate snow
2023-01-19,Bern,Switzerland,46.92,7.47,-0.3,-5.8,-10.3,6.5,0.0,89.0,Cloudy
2023-01-20,Bern,Switzerland,46.92,7.47,-1.6,-7.0,-10.9,5.8,0.3,92.0,Light freezing rain
2023-01-21,Bern,Switzerland,46.92,7.47,-1.2,-5.8,-9.7,15.5,1.0,91.0,Light freezing rain
2023-01-22,Bern,Switzerland,46.92,7.47,-1.4,-4.9,-7.4,14.0,1.1,91.0,Light freezing rain
2023-01-23,Bern,Switzerland,46.92,7.47,-1.8,-5.3,-8.6,15.1,0.3,92.0,Light freezing rain
2023-01-24,Bern,Switzerland,46.92,7.47,0.7,-3.3,-6.3,7.9,0.0,92.0,Cloudy
2023-01-25,Bern,Switzerland,46.92,7.47,0.7,-2.0,-4.2,9.0,0.0,93.0,Overcast
2023-01-26,Bern,Switzerland,46.92,7.47,0.3,-2.1,-4.5,8.6,0.0,89.0,Overcast
2023-01-27,Bern,Switzerland,46.92,7.47,-0.4,-3.1,-5.8,15.5,0.0,90.0,Overcast
2023-01-28,Bern,Switzerland,46.92,7.47,-0.2,-3.8,-6.2,14.0,0.0,90.0,Overcast
2023-01-29,Bern,Switzerland,46.92,7.47,0.4,-4.4,-7.8,6.1,0.0,89.0,Cloudy
2023-01-30,Bern,Switzerland,46.92,7.47,2.7,-2.2,-8.0,10.4,0.9,91.0,Patchy rain possible
2023-01-31,Bern,Switzerland,46.92,7.47,3.0,-1.3,-4.4,6.1,0.3,89.0,Partly cloudy
2023-02-01,Bern,Switzerland,46.92,7.47,3.3,-0.3,-4.5,19.6,0.2,92.0,Light freezing rain
2023-02-02,Bern,Switzerland,46.92,7.47,5.6,1.5,-2.0,10.4,1.5,90.0,Light freezing rain
2023-02-03,Bern,Switzerland,46.92,7.47,7.0,0.5,-3.6,6.4,0.0,86.0,Partly cloudy
2023-02-04,Bern,Switzerland,46.92,7.47,7.7,2.0,-0.8,6.8,4.6,90.0,Light freezing rain
2023-02-05,Bern,Switzerland,46.92,7.47,6.5,1.6,-1.3,7.7,7.3,90.0,Light freezing rain
2023-02-06,Bern,Switzerland,46.92,7.47,3.7,-0.4,-2.8,15.8,1.1,83.0,Overcast
2023-02-07,Bern,Switzerland,46.92,7.47,3.3,-1.9,-5.8,11.4,0.0,82.0,Partly cloudy
2023-02-08,Bern,Switzerland,46.92,7.47,1.0,-2.8,-4.5,11.2,0.0,81.0,Overcast
2023-02-09,Bern,Switzerland,46.92,7.47,3.5,-1.8,-5.4,7.6,0.0,74.0,Partly cloudy
2023-02-10,Bern,Switzerland,46.92,7.47,4.9,-1.0,-4.9,6.1,0.0,75.0,Partly cloudy
2023-02-11,Bern,Switzerland,46.92,7.47,7.4,0.3,-4.5,5.8,0.0,72.0,Sunny
2023-02-12,Bern,Switzerland,46.92,7.47,7.7,0.9,-3.4,8.6,0.0,75.0,Sunny
2023-02-13,Bern,Switzerland,46.92,7.47,12.0,3.2,-2.1,5.0,0.0,80.0,Sunny
2023-02-14,Bern,Switzerland,46.92,7.47,12.4,3.5,-2.0,4.4,0.0,73.0,Sunny
2023-02-15,Bern,Switzerland,46.92,7.47,14.0,4.6,-1.1,6.8,0.0,70.0,Sunny
2023-02-16,Bern,Switzerland,46.92,7.47,11.5,4.8,1.1,7.6,0.0,71.0,Overcast
2023-02-17,Bern,Switzerland,46.92,7.47,10.6,4.9,0.5,7.2,0.0,73.0,Partly cloudy
2023-02-18,Bern,Switzerland,46.92,7.47,13.0,6.8,2.8,7.9,0.4,82.0,Partly cloudy
2023-02-19,Bern,Switzerland,46.92,7.47,12.6,6.5,3.0,7.2,0.1,83.0,Overcast
2023-02-20,Bern,Switzerland,46.92,7.47,13.6,6.5,1.0,5.8,0.0,78.0,Overcast
2023-02-21,Bern,Switzerland,46.92,7.47,15.7,7.5,1.9,5.0,0.0,75.0,Sunny
2023-02-22,Bern,Switzerland,46.92,7.47,13.2,7.2,2.9,7.2,1.2,79.0,Patchy rain possible
2023-02-23,Bern,Switzerland,46.92,7.47,12.5,7.4,3.5,7.8,0.0,82.0,Overcast
2023-02-24,Bern,Switzerland,46.92,7.47,12.9,7.1,2.7,9.8,2.6,80.0,Patchy rain possible
2023-02-25,Bern,Switzerland,46.92,7.47,7.0,4.7,1.2,13.1,5.7,89.0,Moderate rain at times
2023-02-26,Bern,Switzerland,46.92,7.47,1.8,-0.7,-2.3,25.6,1.6,74.0,Light freezing rain
2023-02-27,Bern,Switzerland,46.92,7.47,2.1,-1.7,-3.7,23.4,0.22,75.0,Light snow showers
2023-02-28,Bern,Switzerland,46.92,7.47,7.3,-0.6,-4.8,14.8,0.0,76.0,Partly cloudy
2023-03-01,Bern,Switzerland,46.92,7.47,4.4,-1.4,-4.6,14.8,0.0,84.0,Mist
2023-03-02,Bern,Switzerland,46.92,7.47,6.5,0.9,-3.1,6.5,0.0,83.0,Cloudy
2023-03-03,Bern,Switzerland,46.92,7.47,6.1,1.2,-3.3,10.1,0.0,84.0,Mist
2023-03-04,Bern,Switzerland,46.92,7.47,8.3,2.0,-2.6,10.4,0.0,80.0,Mist
2023-03-05,Bern,Switzerland,46.92,7.47,9.7,1.7,-2.7,7.2,0.0,77.0,Partly cloudy
2023-03-06,Bern,Switzerland,46.92,7.47,8.9,1.8,-2.5,10.1,0.0,74.0,Overcast
2023-03-07,Bern,Switzerland,46.92,7.47,10.6,2.5,-2.8,15.5,0.0,72.0,Overcast
2023-03-08,Bern,Switzerland,46.92,7.47,9.0,4.3,-0.8,21.6,6.5,87.0,Light rain
2023-03-09,Bern,Switzerland,46.92,7.47,14.4,9.5,4.8,28.8,5.1,71.0,Patchy rain possible
2023-03-10,Bern,Switzerland,46.92,7.47,8.1,5.7,2.7,34.6,10.1,82.0,Light rain shower
2023-03-11,Bern,Switzerland,46.92,7.47,3.1,2.5,1.9,14.0,32.7,99.0,Heavy snow
2023-03-12,Bern,Switzerland,46.92,7.47,11.1,5.6,1.3,15.5,10.1,92.0,Light rain shower
2023-03-13,Bern,Switzerland,46.92,7.47,16.5,6.9,-0.4,13.3,4.0,84.0,Overcast
2023-03-14,Bern,Switzerland,46.92,7.47,8.6,5.2,-0.5,26.3,21.7,88.0,Light rain shower
2023-03-15,Bern,Switzerland,46.92,7.47,5.0,0.7,-5.0,12.2,20.4,83.0,Moderate or heavy snow showers
2023-03-16,Bern,Switzerland,46.92,7.47,12.4,4.6,-1.4,6.5,0.0,74.0,Overcast
2023-03-17,Bern,Switzerland,46.92,7.47,15.5,7.3,1.2,6.8,0.0,75.0,Sunny
2023-03-18,Bern,Switzerland,46.92,7.47,15.6,8.5,2.8,6.1,0.3,76.0,Patchy rain possible
2023-03-19,Bern,Switzerland,46.92,7.47,12.0,8.2,5.1,6.5,2.8,88.0,Light drizzle
2023-03-20,Bern,Switzerland,46.92,7.47,14.6,8.2,3.3,7.9,0.0,77.0,Partly cloudy
2023-03-21,Bern,Switzerland,46.92,7.47,15.0,7.3,1.2,10.8,0.0,77.0,Overcast
2023-03-22,Bern,Switzerland,46.92,7.47,16.1,9.1,2.7,14.4,0.0,71.0,Partly cloudy
2023-03-23,Bern,Switzerland,46.92,7.47,15.3,9.8,6.7,7.9,0.6,79.0,Overcast
2023-03-24,Bern,Switzerland,46.92,7.47,11.6,8.7,6.3,18.7,14.2,89.0,Light rain shower
2023-03-25,Bern,Switzerland,46.92,7.47,10.6,6.5,3.0,20.5,19.0,87.0,Moderate or heavy rain with thunder
2023-03-26,Bern,Switzerland,46.92,7.47,10.0,5.3,2.4,18.7,14.1,86.0,Moderate rain
2023-03-27,Bern,Switzerland,46.92,7.47,5.2,2.6,-1.8,22.3,20.1,87.0,Moderate or heavy snow showers
2023-03-28,Bern,Switzerland,46.92,7.47,9.9,1.8,-5.7,9.7,0.3,73.0,Overcast
2023-03-29,Bern,Switzerland,46.92,7.47,17.2,8.6,2.3,10.8,0.2,67.0,Patchy rain possible
2023-03-30,Bern,Switzerland,46.92,7.47,14.7,9.2,5.5,16.2,17.3,86.0,Moderate or heavy rain with thunder
2023-03-31,Bern,Switzerland,46.92,7.47,12.7,8.1,5.2,27.7,28.5,86.0,Light rain shower
2023-04-01,Bern,Switzerland,46.92,7.47,8.1,5.9,4.2,21.2,7.3,89.0,Moderate rain at times
2023-04-02,Bern,Switzerland,46.92,7.47,6.0,4.5,2.5,13.3,12.05,98.0,Moderate or heavy rain shower
2023-04-03,Bern,Switzerland,46.92,7.47,5.1,3.1,0.1,20.2,1.1,89.0,Patchy rain possible
2023-04-04,Bern,Switzerland,46.92,7.47,8.3,2.0,-2.9,20.9,0.0,62.0,Sunny
2023-04-05,Bern,Switzerland,46.92,7.47,8.6,2.1,-3.5,13.7,0.0,62.0,Sunny
2023-04-06,Bern,Switzerland,46.92,7.47,11.2,4.1,-2.5,7.2,0.0,58.0,Overcast
2023-04-07,Bern,Switzerland,46.92,7.47,6.1,3.1,0.7,9.0,9.1,85.0,Moderate or heavy rain shower
2023-04-08,Bern,Switzerland,46.92,7.47,8.5,3.5,-1.6,14.0,3.0,90.0,Patchy rain possible
2023-04-09,Bern,Switzerland,46.92,7.47,13.6,5.9,-1.2,12.6,0.0,75.0,Partly cloudy
2023-04-10,Bern,Switzerland,46.92,7.47,14.5,7.4,-0.8,7.9,0.0,72.0,Overcast
2023-04-11,Bern,Switzerland,46.92,7.47,11.2,8.4,5.2,14.8,9.4,83.0,Heavy rain at times
2023-04-12,Bern,Switzerland,46.92,7.47,16.1,8.9,4.8,22.7,11.25,81.0,Heavy rain at times
2023-04-13,Bern,Switzerland,46.92,7.47,8.1,4.4,0.3,9.7,8.3,81.0,Patchy rain possible
2023-04-14,Bern,Switzerland,46.92,7.47,10.7,4.2,-2.6,7.9,4.3,76.0,Light freezing rain
2023-04-15,Bern,Switzerland,46.92,7.47,8.5,5.1,1.2,11.5,10.7,77.0,Heavy rain at times
2023-04-16,Bern,Switzerland,46.92,7.47,6.5,5.0,3.8,7.2,9.9,97.0,Moderate rain at times
2023-04-17,Bern,Switzerland,46.92,7.47,9.1,5.9,3.7,13.3,4.9,96.0,Patchy rain possible
2023-04-18,Bern,Switzerland,46.92,7.47,11.7,7.5,3.3,11.9,0.3,84.0,Patchy rain possible
2023-04-19,Bern,Switzerland,46.92,7.47,11.4,7.8,4.8,9.0,0.7,89.0,Patchy rain possible
2023-04-20,Bern,Switzerland,46.92,7.47,7.2,4.8,2.9,9.0,6.9,94.0,Moderate rain at times
2023-04-21,Bern,Switzerland,46.92,7.47,16.4,8.0,0.2,7.6,0.2,80.0,Patchy rain possible
2023-04-22,Bern,Switzerland,46.92,7.47,18.0,10.4,3.8,16.2,3.6,80.0,Patchy rain possible
2023-04-23,Bern,Switzerland,46.92,7.47,17.8,11.3,7.7,18.2,14.9,84.0,Moderate or heavy rain shower
2023-04-24,Bern,Switzerland,46.92,7.47,12.8,8.5,5.1,22.3,1.5,77.0,Patchy rain possible
2023-04-25,Bern,Switzerland,46.92,7.47,10.8,6.4,3.7,9.7,10.5,88.0,Moderate or heavy rain shower
2023-04-26,Bern,Switzerland,46.92,7.47,12.4,7.8,1.3,10.8,0.0,79.0,Overcast
2023-04-27,Bern,Switzerland,46.92,7.47,18.1,10.7,2.3,6.8,0.0,74.0,Partly cloudy
2023-04-28,Bern,Switzerland,46.92,7.47,14.6,10.9,6.6,6.8,15.8,87.0,Moderate or heavy rain shower
2023-04-29,Bern,Switzerland,46.92,7.47,17.7,12.7,8.8,8.3,25.9,89.0,Moderate or heavy rain shower
2023-04-30,Bern,Switzerland,46.92,7.47,13.8,10.5,7.0,12.6,1.3,85.0,Patchy rain possible
2023-05-01,Bern,Switzerland,46.92,7.47,13.4,10.1,6.6,4.7,10.1,88.0,Moderate rain at times
2023-05-02,Bern,Switzerland,46.92,7.47,15.9,9.9,5.0,14.0,4.1,77.0,Heavy rain at times
2023-05-03,Bern,Switzerland,46.92,7.47,18.1,10.5,4.1,15.5,0.0,75.0,Partly cloudy
2023-05-04,Bern,Switzerland,46.92,7.47,22.5,13.3,4.1,7.6,0.0,73.0,Sunny
2023-05-05,Bern,Switzerland,46.92,7.47,20.7,14.4,8.5,7.9,0.5,77.0,Patchy rain possible
2023-05-06,Bern,Switzerland,46.92,7.47,20.6,14.5,8.9,9.0,2.3,79.0,Patchy rain possible
2023-05-07,Bern,Switzerland,46.92,7.47,17.3,12.6,8.3,10.4,4.85,91.0,Moderate or heavy rain shower
2023-05-08,Bern,Switzerland,46.92,7.47,18.0,13.2,8.9,6.8,3.7,84.0,Patchy rain possible
2023-05-09,Bern,Switzerland,46.92,7.47,18.6,13.1,8.8,13.9,12.2,89.0,Heavy rain at times
2023-05-10,Bern,Switzerland,46.92,7.47,13.2,9.9,5.6,12.2,7.75,86.0,Moderate rain at times
2023-05-11,Bern,Switzerland,46.92,7.47,11.3,8.4,5.5,4.3,5.8,88.0,Patchy rain possible
2023-05-12,Bern,Switzerland,46.92,7.47,14.3,9.9,6.3,11.5,5.0,88.0,Patchy rain possible
2023-05-13,Bern,Switzerland,46.92,7.47,13.7,10.0,6.2,9.7,6.0,89.0,Moderate or heavy rain shower
2023-05-14,Bern,Switzerland,46.92,7.47,15.0,9.9,6.0,11.5,8.0,86.0,Moderate or heavy rain shower
2023-05-15,Bern,Switzerland,46.92,7.47,14.9,10.6,5.5,6.5,13.7,87.0,Moderate or heavy rain shower
2023-05-16,Bern,Switzerland,46.92,7.47,10.2,8.8,6.1,16.6,28.6,97.0,Moderate or heavy rain shower
2023-05-17,Bern,Switzerland,46.92,7.47,12.0,7.8,4.2,19.8,3.0,75.0,Patchy rain possible
2023-05-18,Bern,Switzerland,46.92,7.47,12.9,8.7,3.7,14.4,0.4,75.0,Patchy rain possible
2023-05-19,Bern,Switzerland,46.92,7.47,15.6,9.9,4.1,16.6,2.9,78.0,Patchy rain possible
2023-05-20,Bern,Switzerland,46.92,7.47,16.4,12.3,7.0,15.1,0.5,82.0,Overcast
2023-05-21,Bern,Switzerland,46.92,7.47,21.6,14.7,7.3,6.8,2.3,77.0,Patchy rain possible
2023-05-22,Bern,Switzerland,46.92,7.47,22.6,15.4,8.3,7.6,5.5,82.0,Moderate rain at times
2023-05-23,Bern,Switzerland,46.92,7.47,17.8,14.0,9.9,10.8,5.7,93.0,Moderate or heavy rain shower
2023-05-24,Bern,Switzerland,46.92,7.47,15.3,12.4,9.3,14.4,5.0,84.0,Moderate rain at times
2023-05-25,Bern,Switzerland,46.92,7.47,20.1,13.2,7.7,13.3,5.4,78.0,Moderate or heavy rain shower
2023-05-26,Bern,Switzerland,46.92,7.47,20.9,15.2,9.3,14.4,0.0,79.0,Cloudy
2023-05-27,Bern,Switzerland,46.92,7.47,22.1,15.7,8.0,14.0,0.0,76.0,Partly cloudy
2023-05-28,Bern,Switzerland,46.92,7.47,23.0,15.8,7.8,14.4,0.0,73.0,Overcast
2023-05-29,Bern,Switzerland,46.92,7.47,22.3,15.6,8.7,20.9,0.0,71.0,Sunny
2023-05-30,Bern,Switzerland,46.92,7.47,21.7,15.1,8.7,17.6,0.0,74.0,Cloudy
2023-05-31,Bern,Switzerland,46.92,7.47,21.5,14.9,8.9,14.4,3.55,79.0,Moderate or heavy rain shower
2023-06-01,Bern,Switzerland,46.92,7.47,22.3,16.2,9.2,10.1,0.0,79.0,Overcast
2023-06-02,Bern,Switzerland,46.92,7.47,23.1,16.6,9.7,14.8,0.3,76.0,Patchy rain possible
2023-06-03,Bern,Switzerland,46.92,7.47,22.2,16.1,9.6,10.4,1.0,79.0,Patchy rain possible
2023-06-04,Bern,Switzerland,46.92,7.47,20.7,15.6,10.5,8.3,4.6,83.0,Heavy rain at times
2023-06-05,Bern,Switzerland,46.92,7.47,22.1,15.5,7.8,12.6,0.0,75.0,Overcast
2023-06-06,Bern,Switzerland,46.92,7.47,22.2,16.2,7.9,10.8,0.2,70.0,Patchy rain possible
2023-06-07,Bern,Switzerland,46.92,7.47,23.9,16.9,9.7,10.1,0.0,69.0,Overcast
2023-06-08,Bern,Switzerland,46.92,7.47,24.9,17.6,9.1,7.9,0.0,63.0,Cloudy
2023-06-09,Bern,Switzerland,46.92,7.47,25.3,18.1,10.1,9.4,1.55,68.0,Cloudy
2023-06-10,Bern,Switzerland,46.92,7.47,22.2,17.2,14.2,5.0,1.1,89.0,Patchy rain possible
2023-06-11,Bern,Switzerland,46.92,7.47,24.6,18.4,10.6,12.6,0.0,73.0,Cloudy
2023-06-12,Bern,Switzerland,46.92,7.47,25.3,18.0,9.9,15.8,0.0,71.0,Partly cloudy
2023-06-13,Bern,Switzerland,46.92,7.47,23.6,17.0,11.5,15.5,0.0,67.0,Overcast
2023-06-14,Bern,Switzerland,46.92,7.47,24.4,16.4,8.5,16.6,0.0,63.0,Sunny
2023-06-15,Bern,Switzerland,46.92,7.47,22.5,17.1,10.5,7.6,0.0,64.0,Cloudy
2023-06-16,Bern,Switzerland,46.92,7.47,22.7,17.1,10.0,9.4,0.7,62.0,Patchy rain possible
2023-06-17,Bern,Switzerland,46.92,7.47,26.7,18.4,9.0,6.8,0.0,57.0,Sunny
2023-06-18,Bern,Switzerland,46.92,7.47,28.5,19.8,11.1,8.6,0.2,57.0,Overcast
2023-06-19,Bern,Switzerland,46.92,7.47,28.3,21.0,13.0,8.3,0.4,72.0,Patchy rain possible
2023-06-20,Bern,Switzerland,46.92,7.47,28.3,21.3,15.0,12.6,6.55,76.0,Moderate or heavy rain shower
2023-06-21,Bern,Switzerland,46.92,7.47,29.9,22.3,15.5,8.3,0.5,68.0,Patchy rain possible
2023-06-22,Bern,Switzerland,46.92,7.47,29.1,20.8,15.0,11.5,25.7,76.0,Moderate or heavy rain shower
2023-06-23,Bern,Switzerland,46.92,7.47,23.5,18.0,13.2,9.4,3.5,68.0,Patchy rain possible
2023-06-24,Bern,Switzerland,46.92,7.47,25.9,18.3,10.8,17.3,0.0,60.0,Sunny
2023-06-25,Bern,Switzerland,46.92,7.47,28.6,20.6,12.2,7.2,0.0,64.0,Sunny
2023-06-26,Bern,Switzerland,46.92,7.47,28.1,21.1,14.5,12.6,0.3,67.0,Patchy rain possible
2023-06-27,Bern,Switzerland,46.92,7.47,24.6,18.6,13.5,11.9,0.0,59.0,Partly cloudy
2023-06-28,Bern,Switzerland,46.92,7.47,25.5,18.3,12.1,14.4,0.0,59.0,Sunny
2023-06-29,Bern,Switzerland,46.92,7.47,27.0,19.6,12.7,8.3,2.2,67.0,Patchy rain possible
2023-06-30,Bern,Switzerland,46.92,7.47,17.1,15.2,13.0,7.6,26.45,94.0,Moderate or heavy rain shower
2023-07-01,Bern,Switzerland,46.92,7.47,20.0,15.8,12.2,15.8,1.9,85.0,Moderate rain at times
2023-07-02,Bern,Switzerland,46.92,7.47,20.9,16.7,13.3,10.1,4.4,81.0,Moderate rain at times
2023-07-03,Bern,Switzerland,46.92,7.47,22.6,17.3,11.9,15.1,0.1,70.0,Patchy rain possible
2023-07-04,Bern,Switzerland,46.92,7.47,23.8,18.2,12.8,10.4,0.1,70.0,Patchy rain possible
2023-07-05,Bern,Switzerland,46.92,7.47,20.3,16.1,12.3,10.1,3.5,83.0,Moderate or heavy rain shower
2023-07-06,Bern,Switzerland,46.92,7.47,22.6,16.9,10.6,6.8,2.0,70.0,Heavy rain at times
2023-07-07,Bern,Switzerland,46.92,7.47,28.3,20.9,11.3,8.6,0.0,60.0,Sunny
2023-07-08,Bern,Switzerland,46.92,7.47,28.0,22.0,15.7,9.0,0.3,64.0,Patchy rain possible
2023-07-09,Bern,Switzerland,46.92,7.47,32.4,24.0,15.5,9.4,0.0,52.0,Partly cloudy
2023-07-10,Bern,Switzerland,46.92,7.47,29.5,23.4,16.9,7.2,0.1,62.0,Patchy rain possible
2023-07-11,Bern,Switzerland,46.92,7.47,34.6,25.4,16.4,15.7,0.0,62.0,Sunny
2023-07-12,Bern,Switzerland,46.92,7.47,24.9,20.9,15.8,10.1,7.3,84.0,Moderate rain at times
2023-07-13,Bern,Switzerland,46.92,7.47,22.7,18.0,14.9,6.5,4.53,82.0,Patchy rain possible
2023-07-14,Bern,Switzerland,46.92,7.47,28.3,20.4,11.9,8.6,0.0,62.0,Partly cloudy
2023-07-15,Bern,Switzerland,46.92,7.47,31.5,23.0,15.0,11.2,0.5,62.0,Patchy rain possible
2023-07-16,Bern,Switzerland,46.92,7.47,23.1,19.3,16.2,7.9,2.7,87.0,Moderate rain at times
2023-07-17,Bern,Switzerland,46.92,7.47,27.1,20.6,15.7,9.7,1.8,77.0,Patchy rain possible
2023-07-18,Bern,Switzerland,46.92,7.47,29.0,22.3,14.7,14.0,5.2,68.0,Partly cloudy
2023-07-19,Bern,Switzerland,46.92,7.47,26.7,21.1,15.3,13.7,4.9,71.0,Patchy rain possible
2023-07-20,Bern,Switzerland,46.92,7.47,25.7,20.3,15.9,8.3,0.0,63.0,Sunny
2023-07-21,Bern,Switzerland,46.92,7.47,20.6,17.6,13.2,7.7,4.4,86.0,Heavy rain at times
2023-07-22,Bern,Switzerland,46.92,7.47,23.3,17.7,12.9,10.1,0.1,73.0,Overcast
2023-07-23,Bern,Switzerland,46.92,7.47,27.3,20.1,12.4,22.0,0.0,56.0,Overcast
2023-07-24,Bern,Switzerland,46.92,7.47,23.8,18.0,14.7,15.8,10.15,85.0,Moderate or heavy rain shower
2023-07-25,Bern,Switzerland,46.92,7.47,20.0,15.3,10.7,19.1,13.7,83.0,Moderate or heavy rain shower
2023-07-26,Bern,Switzerland,46.92,7.47,18.5,13.9,8.9,11.9,5.85,75.0,Patchy rain possible
2023-07-27,Bern,Switzerland,46.92,7.47,25.4,16.9,8.4,11.9,0.0,65.0,Overcast
2023-07-28,Bern,Switzerland,46.92,7.47,24.2,18.9,12.6,14.4,0.4,74.0,Patchy rain possible
2023-07-29,Bern,Switzerland,46.92,7.47,21.8,18.2,14.2,10.2,6.13,91.0,Moderate or heavy rain shower
2023-07-30,Bern,Switzerland,46.92,7.47,22.5,17.1,12.1,15.1,2.9,75.0,Moderate rain at times
2023-07-31,Bern,Switzerland,46.92,7.47,24.8,18.1,12.2,10.8,0.1,65.0,Patchy rain possible
2023-08-01,Bern,Switzerland,46.92,7.47,19.4,16.1,12.8,16.6,10.6,83.0,Moderate or heavy rain shower
2023-08-02,Bern,Switzerland,46.92,7.47,28.8,19.0,11.8,29.5,2.7,74.0,Moderate rain at times
2023-08-03,Bern,Switzerland,46.92,7.47,22.5,18.2,13.6,22.0,0.0,59.0,Partly cloudy
2023-08-04,Bern,Switzerland,46.92,7.47,17.6,13.8,10.8,9.4,9.3,83.0,Moderate or heavy rain shower
2023-08-05,Bern,Switzerland,46.92,7.47,19.6,14.3,9.6,11.5,1.3,78.0,Patchy rain possible
2023-08-06,Bern,Switzerland,46.92,7.47,13.4,11.8,8.6,22.0,11.5,85.0,Moderate or heavy rain shower
2023-08-07,Bern,Switzerland,46.92,7.47,18.0,12.2,7.5,10.4,2.6,78.0,Patchy rain possible
2023-08-08,Bern,Switzerland,46.92,7.47,21.9,15.0,9.5,7.9,0.0,64.0,Partly cloudy
2023-08-09,Bern,Switzerland,46.92,7.47,23.1,17.2,10.7,6.8,0.0,61.0,Sunny
2023-08-10,Bern,Switzerland,46.92,7.47,26.8,19.0,10.6,6.8,0.0,68.0,Sunny
