date,city,country,lat,lon,maxtemp_c,avgtemp_c,mintemp_c,maxwind_kph,totalprecip_mm,avghumidity,condition
2023-04-22,Luxembourg,Luxembourg,49.61,6.13,15.5,10.7,7.5,24.5,2.4,86.0,Moderate rain at times
2023-04-23,Luxembourg,Luxembourg,49.61,6.13,14.7,10.3,6.4,22.0,5.25,88.0,Patchy rain possible
2023-04-24,Luxembourg,Luxembourg,49.61,6.13,10.0,7.7,5.4,23.1,5.95,93.0,Moderate or heavy rain shower
2023-04-25,Luxembourg,Luxembourg,49.61,6.13,8.8,5.7,2.2,14.8,3.65,79.0,Patchy rain possible
2023-04-26,Luxembourg,Luxembourg,49.61,6.13,11.0,5.9,0.6,10.4,0.0,69.0,Overcast
2023-04-27,Luxembourg,Luxembourg,49.61,6.13,14.6,8.6,2.5,11.9,0.9,79.0,Overcast
2023-04-28,Luxembourg,Luxembourg,49.61,6.13,16.8,12.3,9.2,21.2,11.4,91.0,Heavy rain at times
2023-04-29,Luxembourg,Luxembourg,49.61,6.13,14.6,11.3,8.2,17.3,0.0,79.0,Cloudy
2023-04-30,Luxembourg,Luxembourg,49.61,6.13,14.3,11.0,8.6,14.8,0.0,76.0,Overcast
2023-05-01,Luxembourg,Luxembourg,49.61,6.13,16.7,11.6,8.1,13.7,2.1,72.0,Heavy rain at times
2023-05-02,Luxembourg,Luxembourg,49.61,6.13,13.1,9.1,5.5,18.4,0.3,83.0,Patchy rain possible
2023-05-03,Luxembourg,Luxembourg,49.61,6.13,16.0,8.6,2.0,19.8,0.0,70.0,Overcast
2023-05-04,Luxembourg,Luxembourg,49.61,6.13,19.3,12.9,5.6,20.9,0.0,71.0,Overcast
2023-05-05,Luxembourg,Luxembourg,49.61,6.13,17.7,13.6,10.1,19.4,1.6,84.0,Moderate rain at times
2023-05-06,Luxembourg,Luxembourg,49.61,6.13,18.8,13.4,7.5,5.4,0.9,78.0,Patchy rain possible
2023-05-07,Luxembourg,Luxembourg,49.61,6.13,17.8,13.7,10.2,11.2,3.3,86.0,Patchy rain possible
2023-05-08,Luxembourg,Luxembourg,49.61,6.13,18.4,14.4,10.4,10.2,4.0,86.0,Patchy rain possible
2023-05-09,Luxembourg,Luxembourg,49.61,6.13,13.6,12.1,10.7,12.6,20.55,98.0,Heavy rain at times
2023-05-10,Luxembourg,Luxembourg,49.61,6.13,12.3,10.1,7.3,23.0,2.2,90.0,Moderate rain at times
2023-05-11,Luxembourg,Luxembourg,49.61,6.13,14.0,10.1,6.1,10.8,3.1,87.0,Moderate rain at times
2023-05-12,Luxembourg,Luxembourg,49.61,6.13,15.2,11.1,8.3,17.3,5.7,89.0,Moderate rain at times
2023-05-13,Luxembourg,Luxembourg,49.61,6.13,16.7,12.3,7.6,16.9,0.6,82.0,Patchy rain possible
2023-05-14,Luxembourg,Luxembourg,49.61,6.13,17.9,12.4,7.2,14.0,0.2,83.0,Patchy rain possible
2023-05-15,Luxembourg,Luxembourg,49.61,6.13,17.4,12.3,8.3,23.4,2.25,83.0,Moderate or heavy rain shower
2023-05-16,Luxembourg,Luxembourg,49.61,6.13,14.1,9.7,6.0,27.0,0.0,75.0,Overcast
2023-05-17,Luxembourg,Luxembourg,49.61,6.13,14.8,8.6,2.6,20.9,0.0,78.0,Overcast
2023-05-18,Luxembourg,Luxembourg,49.61,6.13,14.5,9.6,3.4,15.5,0.0,73.0,Overcast
2023-05-19,Luxembourg,Luxembourg,49.61,6.13,16.6,11.5,5.1,22.0,0.0,72.0,Overcast
2023-05-20,Luxembourg,Luxembourg,49.61,6.13,16.3,12.6,9.3,23.0,0.3,81.0,Patchy rain possible
2023-05-21,Luxembourg,Luxembourg,49.61,6.13,21.3,15.9,10.0,13.3,1.3,86.0,Patchy rain possible
2023-05-22,Luxembourg,Luxembourg,49.61,6.13,22.7,17.1,12.4,18.0,2.2,85.0,Patchy rain possible
2023-05-23,Luxembourg,Luxembourg,49.61,6.13,14.8,12.5,8.9,21.6,0.0,83.0,Overcast
2023-05-24,Luxembourg,Luxembourg,49.61,6.13,14.4,10.1,5.0,19.4,0.0,78.0,Overcast
2023-05-25,Luxembourg,Luxembourg,49.61,6.13,19.7,12.5,4.8,21.6,0.0,76.0,Sunny
2023-05-26,Luxembourg,Luxembourg,49.61,6.13,20.4,13.8,7.0,20.2,0.0,75.0,Partly cloudy
2023-05-27,Luxembourg,Luxembourg,49.61,6.13,21.4,14.4,7.5,19.1,0.0,69.0,Cloudy
2023-05-28,Luxembourg,Luxembourg,49.61,6.13,23.2,16.2,8.3,15.8,0.0,72.0,Sunny
2023-05-29,Luxembourg,Luxembourg,49.61,6.13,21.5,16.0,10.6,24.1,0.0,74.0,Partly cloudy
2023-05-30,Luxembourg,Luxembourg,49.61,6.13,19.6,14.1,8.6,23.0,0.0,70.0,Partly cloudy
2023-05-31,Luxembourg,Luxembourg,49.61,6.13,22.8,16.5,9.9,24.1,0.0,70.0,Sunny
2023-06-01,Luxembourg,Luxembourg,49.61,6.13,24.3,17.4,11.2,19.8,0.0,74.0,Sunny
2023-06-02,Luxembourg,Luxembourg,49.61,6.13,20.7,14.2,7.5,17.6,0.0,72.0,Sunny
2023-06-03,Luxembourg,Luxembourg,49.61,6.13,21.7,15.4,8.7,18.4,0.0,71.0,Partly cloudy
2023-06-04,Luxembourg,Luxembourg,49.61,6.13,22.3,16.1,9.1,20.5,0.0,63.0,Sunny
2023-06-05,Luxembourg,Luxembourg,49.61,6.13,23.2,16.9,9.6,16.6,0.0,65.0,Sunny
2023-06-06,Luxembourg,Luxembourg,49.61,6.13,21.7,17.2,9.9,13.3,0.0,70.0,Overcast
2023-06-07,Luxembourg,Luxembourg,49.61,6.13,21.4,16.4,10.1,17.6,1.65,80.0,Moderate rain at times
2023-06-08,Luxembourg,Luxembourg,49.61,6.13,24.0,18.1,11.0,11.9,0.7,74.0,Moderate rain at times
2023-06-09,Luxembourg,Luxembourg,49.61,6.13,26.6,19.8,12.3,14.2,0.0,67.0,Sunny
2023-06-10,Luxembourg,Luxembourg,49.61,6.13,28.5,21.2,14.4,21.6,0.0,62.0,Partly cloudy
2023-06-11,Luxembourg,Luxembourg,49.61,6.13,25.0,20.7,14.9,19.4,0.0,72.0,Overcast
2023-06-12,Luxembourg,Luxembourg,49.61,6.13,25.7,20.2,13.6,20.9,0.0,61.0,Sunny
2023-06-13,Luxembourg,Luxembourg,49.61,6.13,25.5,19.3,12.8,23.8,0.0,52.0,Sunny
2023-06-14,Luxembourg,Luxembourg,49.61,6.13,24.1,18.4,12.1,17.3,0.0,55.0,Partly cloudy
2023-06-15,Luxembourg,Luxembourg,49.61,6.13,24.9,18.3,11.2,16.6,0.0,58.0,Partly cloudy
2023-06-16,Luxembourg,Luxembourg,49.61,6.13,26.3,19.6,12.9,12.6,0.0,49.0,Partly cloudy
2023-06-17,Luxembourg,Luxembourg,49.61,6.13,27.5,20.5,12.4,10.1,0.0,50.0,Partly cloudy
2023-06-18,Luxembourg,Luxembourg,49.61,6.13,28.9,21.6,13.6,16.6,0.0,52.0,Cloudy
2023-06-19,Luxembourg,Luxembourg,49.61,6.13,26.8,20.7,15.2,13.3,0.6,75.0,Overcast
2023-06-20,Luxembourg,Luxembourg,49.61,6.13,29.7,21.4,16.7,20.9,10.4,79.0,Heavy rain at times
2023-06-21,Luxembourg,Luxembourg,49.61,6.13,26.7,21.3,16.3,12.6,2.55,79.0,Moderate or heavy rain shower
2023-06-22,Luxembourg,Luxembourg,49.61,6.13,29.3,21.1,16.3,29.7,11.8,75.0,Moderate or heavy rain shower
2023-06-23,Luxembourg,Luxembourg,49.61,6.13,25.0,18.8,12.6,25.4,0.0,66.0,Partly cloudy
2023-06-24,Luxembourg,Luxembourg,49.61,6.13,27.5,20.7,13.3,10.4,0.0,60.0,Sunny
2023-06-25,Luxembourg,Luxembourg,49.61,6.13,30.8,22.9,14.5,10.4,0.0,55.0,Sunny
2023-06-26,Luxembourg,Luxembourg,49.61,6.13,25.6,20.2,15.6,23.0,0.0,58.0,Cloudy
2023-06-27,Luxembourg,Luxembourg,49.61,6.13,22.8,17.6,10.7,18.0,0.0,51.0,Partly cloudy
2023-06-28,Luxembourg,Luxembourg,49.61,6.13,22.0,17.5,13.9,8.6,0.0,65.0,Overcast
2023-06-29,Luxembourg,Luxembourg,49.61,6.13,25.3,20.6,14.8,13.7,0.4,63.0,Patchy rain possible
2023-06-30,Luxembourg,Luxembourg,49.61,6.13,23.5,17.8,13.6,19.6,1.4,66.0,Patchy rain possible
2023-07-01,Luxembourg,Luxembourg,49.61,6.13,18.9,14.6,12.2,21.6,0.5,86.0,Patchy rain possible
2023-07-02,Luxembourg,Luxembourg,49.61,6.13,21.3,16.3,10.5,23.4,0.2,64.0,Patchy rain possible
2023-07-03,Luxembourg,Luxembourg,49.61,6.13,21.3,16.6,11.4,29.5,0.1,59.0,Patchy rain possible
2023-07-04,Luxembourg,Luxembourg,49.61,6.13,24.1,17.0,9.5,22.0,1.1,58.0,Sunny
2023-07-05,Luxembourg,Luxembourg,49.61,6.13,19.6,15.4,11.1,26.6,4.0,67.0,Patchy rain possible
2023-07-06,Luxembourg,Luxembourg,49.61,6.13,23.1,16.7,8.8,7.9,0.0,51.0,Sunny
2023-07-07,Luxembourg,Luxembourg,49.61,6.13,28.5,20.3,10.7,15.8,0.0,40.0,Sunny
2023-07-08,Luxembourg,Luxembourg,49.61,6.13,31.3,23.5,14.7,14.8,0.1,48.0,Cloudy
2023-07-09,Luxembourg,Luxembourg,49.61,6.13,31.8,23.8,17.2,16.8,3.93,69.0,Heavy rain at times
2023-07-10,Luxembourg,Luxembourg,49.61,6.13,27.9,22.3,17.3,18.7,1.5,70.0,Overcast
2023-07-11,Luxembourg,Luxembourg,49.61,6.13,31.3,24.0,18.1,21.8,9.2,48.0,Moderate rain at times
2023-07-12,Luxembourg,Luxembourg,49.61,6.13,24.1,19.7,16.0,21.9,0.0,60.0,Overcast
2023-07-13,Luxembourg,Luxembourg,49.61,6.13,22.4,17.8,12.5,24.8,0.1,51.0,Patchy rain possible
2023-07-14,Luxembourg,Luxembourg,49.61,6.13,28.2,20.1,11.9,18.0,0.0,46.0,Partly cloudy
2023-07-15,Luxembourg,Luxembourg,49.61,6.13,23.0,20.0,16.1,27.0,6.9,62.0,Moderate or heavy rain shower
2023-07-16,Luxembourg,Luxembourg,49.61,6.13,23.1,18.6,13.4,27.4,0.0,52.0,Sunny
2023-07-17,Luxembourg,Luxembourg,49.61,6.13,23.3,18.7,14.3,23.8,0.3,42.0,Patchy rain possible
2023-07-18,Luxembourg,Luxembourg,49.61,6.13,26.7,19.1,10.1,12.6,0.0,43.0,Partly cloudy
2023-07-19,Luxembourg,Luxembourg,49.61,6.13,24.8,19.5,13.8,27.0,0.5,49.0,Moderate rain at times
2023-07-20,Luxembourg,Luxembourg,49.61,6.13,23.6,17.9,11.6,15.8,0.2,54.0,Patchy rain possible
2023-07-21,Luxembourg,Luxembourg,49.61,6.13,22.4,16.8,13.5,22.0,0.6,65.0,Patchy rain possible
2023-07-22,Luxembourg,Luxembourg,49.61,6.13,22.5,17.1,9.5,25.2,0.0,51.0,Partly cloudy
2023-07-23,Luxembourg,Luxembourg,49.61,6.13,20.5,17.5,14.8,26.7,0.1,74.0,Patchy rain possible
2023-07-24,Luxembourg,Luxembourg,49.61,6.13,22.8,17.6,14.2,32.4,3.03,67.0,Heavy rain at times
2023-07-25,Luxembourg,Luxembourg,49.61,6.13,16.1,13.7,11.8,17.3,17.7,87.0,Moderate or heavy rain shower
2023-07-26,Luxembourg,Luxembourg,49.61,6.13,20.3,14.4,9.1,22.3,0.6,68.0,Patchy rain possible
2023-07-27,Luxembourg,Luxembourg,49.61,6.13,19.3,14.8,12.2,20.9,11.5,88.0,Moderate or heavy rain shower
2023-07-28,Luxembourg,Luxembourg,49.61,6.13,19.9,17.2,14.0,23.4,5.8,88.0,Patchy rain possible
2023-07-29,Luxembourg,Luxembourg,49.61,6.13,21.7,17.9,14.8,27.0,8.1,82.0,Moderate or heavy rain shower
2023-07-30,Luxembourg,Luxembourg,49.61,6.13,20.3,16.8,14.1,27.7,1.3,71.0,Patchy rain possible
2023-07-31,Luxembourg,Luxembourg,49.61,6.13,19.3,16.9,14.4,30.6,11.23,78.0,Moderate or heavy rain shower
2023-08-01,Luxembourg,Luxembourg,49.61,6.13,19.9,16.8,14.4,27.4,35.4,83.0,Moderate or heavy rain shower
2023-08-02,Luxembourg,Luxembourg,49.61,6.13,20.9,16.3,13.2,37.4,26.25,86.0,Moderate or heavy rain shower
2023-08-03,Luxembourg,Luxembourg,49.61,6.13,17.8,14.9,13.5,38.5,12.3,89.0,Moderate or heavy rain shower
2023-08-04,Luxembourg,Luxembourg,49.61,6.13,18.6,14.6,10.6,11.9,2.4,84.0,Patchy rain possible
2023-08-05,Luxembourg,Luxembourg,49.61,6.13,17.5,13.8,10.5,22.4,4.7,83.0,Heavy rain at times
2023-08-06,Luxembourg,Luxembourg,49.61,6.13,14.6,12.1,10.3,34.2,7.2,90.0,Moderate rain at times
2023-08-07,Luxembourg,Luxembourg,49.61,6.13,16.9,12.8,8.8,26.6,0.7,79.0,Patchy rain possible
2023-08-08,Luxembourg,Luxembourg,49.61,6.13,17.7,13.1,8.6,20.5,2.8,81.0,Patchy rain possible
2023-08-09,Luxembourg,Luxembourg,49.61,6.13,20.4,16.0,12.0,11.5,2.7,83.0,Patchy rain possible
2023-08-10,Luxembourg,Luxembourg,49.61,6.13,22.8,17.0,10.7,7.2,0.0,67.0,Sunny
2023-08-11,Luxembourg,Luxembourg,49.61,6.13,26.4,20.3,13.9,9.0,0.0,67.0,Partly cloudy
2023-08-12,Luxembourg,Luxembourg,49.61,6.13,23.3,19.8,16.5,23.0,5.4,88.0,Moderate rain at times
2023-08-13,Luxembourg,Luxembourg,49.61,6.13,22.8,18.6,15.0,18.0,0.2,72.0,Patchy rain possible
2023-08-14,Luxembourg,Luxembourg,49.61,6.13,25.4,18.7,12.7,11.9,3.3,79.0,Patchy rain possible
2023-08-15,Luxembourg,Luxembourg,49.61,6.13,24.1,20.2,17.9,14.4,6.9,86.0,Moderate rain at times
2023-08-16,Luxembourg,Luxembourg,49.61,6.13,25.4,20.6,16.3,9.0,4.3,81.0,Patchy rain possible
2023-08-17,Luxembourg,Luxembourg,49.61,6.13,25.6,20.4,16.0,10.1,0.0,81.0,Partly cloudy
2023-08-18,Luxembourg,Luxembourg,49.61,6.13,28.9,22.4,16.8,10.4,0.0,75.0,Sunny
2023-08-19,Luxembourg,Luxembourg,49.61,6.13,27.9,22.6,18.6,16.6,0.2,71.0,Patchy rain possible
2023-08-20,Luxembourg,Luxembourg,49.61,6.13,29.4,23.3,18.3,7.6,0.1,67.0,Patchy rain possible
2023-08-21,Luxembourg,Luxembourg,49.61,6.13,27.9,23.0,18.7,9.7,0.0,65.0,Sunny
2023-08-22,Luxembourg,Luxembourg,49.61,6.13,27.1,21.1,15.3,9.4,0.0,65.0,Sunny
2023-08-23,Luxembourg,Luxembourg,49.61,6.13,27.3,20.9,15.1,9.4,0.0,62.0,Sunny
2023-08-24,Luxembourg,Luxembourg,49.61,6.13,27.1,21.5,17.5,16.6,0.6,73.0,Patchy rain possible
2023-08-25,Luxembourg,Luxembourg,49.61,6.13,24.5,20.0,16.9,26.6,3.8,85.0,Light rain shower
2023-08-26,Luxembourg,Luxembourg,49.61,6.13,22.0,17.4,13.6,18.0,0.0,66.0,Cloudy
2023-08-27,Luxembourg,Luxembourg,49.61,6.13,18.7,15.1,11.5,23.8,2.9,74.0,Light rain shower
2023-08-28,Luxembourg,Luxembourg,49.61,6.13,17.9,13.7,9.4,7.6,0.5,73.0,Patchy rain possible
2023-08-29,Luxembourg,Luxembourg,49.61,6.13,19.7,14.8,11.4,13.7,5.9,74.0,Light rain shower
2023-08-30,Luxembourg,Luxembourg,49.61,6.13,18.5,14.3,10.1,23.4,0.6,76.0,Patchy rain possible
2023-08-31,Luxembourg,Luxembourg,49.61,6.13,18.0,12.5,7.7,24.1,1.3,77.0,Mist
2023-09-01,Luxembourg,Luxembourg,49.61,6.13,18.8,15.6,12.5,24.5,6.1,88.0,Light rain shower
2023-09-02,Luxembourg,Luxembourg,49.61,6.13,25.9,18.9,13.1,10.1,0.1,77.0,Patchy rain possible
2023-09-03,Luxembourg,Luxembourg,49.61,6.13,24.5,19.4,15.1,10.4,0.1,76.0,Sunny
2023-09-04,Luxembourg,Luxembourg,49.61,6.13,24.9,18.4,12.6,23.0,0.0,62.0,Partly cloudy
2023-09-05,Luxembourg,Luxembourg,49.61,6.13,27.1,19.9,14.2,20.5,0.0,62.0,Sunny
2023-09-06,Luxembourg,Luxembourg,49.61,6.13,27.8,19.8,13.2,16.9,0.0,60.0,Sunny
2023-09-07,Luxembourg,Luxembourg,49.61,6.13,27.9,20.2,13.5,16.6,0.0,60.0,Sunny
2023-09-08,Luxembourg,Luxembourg,49.61,6.13,27.9,20.9,14.3,6.5,0.0,62.0,Sunny
2023-09-09,Luxembourg,Luxembourg,49.61,6.13,28.4,22.0,16.0,5.0,0.0,65.0,Sunny
2023-09-10,Luxembourg,Luxembourg,49.61,6.13,29.4,22.6,17.0,6.1,0.0,60.0,Sunny
2023-09-11,Luxembourg,Luxembourg,49.61,6.13,29.9,22.7,16.7,8.6,0.0,56.0,Sunny
2023-09-12,Luxembourg,Luxembourg,49.61,6.13,26.5,20.2,16.5,23.4,7.2,78.0,Moderate rain at times
2023-09-13,Luxembourg,Luxembourg,49.61,6.13,18.4,16.3,12.6,17.3,0.0,83.0,Overcast
2022-09-14,Bern,Switzerland,46.92,7.47,21.5,17.3,14.3,11.8,8.9,87.0,Heavy rain at times
2022-09-15,Bern,Switzerland,46.92,7.47,19.7,16.0,12.9,14.4,15.3,88.0,Moderate or heavy rain shower
2022-09-16,Bern,Switzerland,46.92,7.47,17.8,13.5,9.4,10.1,6.1,92.0,Patchy rain possible
2022-09-17,Bern,Switzerland,46.92,7.47,10.2,8.2,5.9,6.5,8.3,92.0,Heavy rain at times
2022-09-18,Bern,Switzerland,46.92,7.47,16.4,9.1,4.3,13.7,0.1,74.0,Overcast
2022-09-19,Bern,Switzerland,46.92,7.47,14.5,9.0,5.0,11.2,1.3,72.0,Patchy rain possible
2022-09-20,Bern,Switzerland,46.92,7.47,16.4,9.0,3.4,12.2,0.0,76.0,Partly cloudy
2022-09-21,Bern,Switzerland,46.92,7.47,15.9,8.7,3.4,16.9,0.0,73.0,Cloudy
2022-09-22,Bern,Switzerland,46.92,7.47,17.3,9.8,4.0,8.6,0.0,77.0,Sunny
2022-09-23,Bern,Switzerland,46.92,7.47,19.7,11.8,4.8,7.6,0.0,71.0,Sunny
2022-09-24,Bern,Switzerland,46.92,7.47,15.6,11.5,9.4,5.0,6.2,91.0,Moderate rain at times
2022-09-25,Bern,Switzerland,46.92,7.47,15.2,10.1,6.0,7.6,3.4,87.0,Patchy rain possible
2022-09-26,Bern,Switzerland,46.92,7.47,15.2,10.4,6.2,14.8,2.0,79.0,Patchy rain possible
2022-09-27,Bern,Switzerland,46.92,7.47,11.0,8.1,6.8,17.6,13.5,88.0,Heavy rain at times
2022-09-28,Bern,Switzerland,46.92,7.47,11.6,9.2,7.3,17.8,34.1,93.0,Moderate or heavy rain shower
2022-09-29,Bern,Switzerland,46.92,7.47,9.3,7.3,5.6,6.5,12.0,97.0,Heavy rain at times
2022-09-30,Bern,Switzerland,46.92,7.47,9.8,7.8,5.3,6.1,0.3,92.0,Patchy rain possible
2022-10-01,Bern,Switzerland,46.92,7.47,11.5,8.4,3.0,15.8,3.1,92.0,Moderate rain at times
2022-10-02,Bern,Switzerland,46.92,7.47,19.7,13.8,9.9,14.9,5.0,85.0,Patchy rain possible
2022-10-03,Bern,Switzerland,46.92,7.47,16.7,12.3,7.8,9.0,10.4,88.0,Moderate rain at times
2022-10-04,Bern,Switzerland,46.92,7.47,19.9,12.0,5.5,6.5,0.0,79.0,Sunny
2022-10-05,Bern,Switzerland,46.92,7.47,21.1,13.2,7.1,7.2,0.0,74.0,Partly cloudy
2022-10-06,Bern,Switzerland,46.92,7.47,19.1,13.0,8.4,11.9,0.0,78.0,Sunny
2022-10-07,Bern,Switzerland,46.92,7.47,20.2,13.3,7.7,5.8,0.0,86.0,Partly cloudy
2022-10-08,Bern,Switzerland,46.92,7.47,16.4,12.4,8.7,6.8,1.7,87.0,Moderate rain at times
2022-10-09,Bern,Switzerland,46.92,7.47,16.5,10.7,6.3,5.4,0.9,85.0,Patchy rain possible
2022-10-10,Bern,Switzerland,46.92,7.47,19.2,13.0,8.8,6.1,0.1,82.0,Patchy rain possible
2022-10-11,Bern,Switzerland,46.92,7.47,18.1,12.1,7.5,5.4,0.0,83.0,Overcast
2022-10-12,Bern,Switzerland,46.92,7.47,18.8,12.3,8.0,4.3,0.0,86.0,Partly cloudy
2022-10-13,Bern,Switzerland,46.92,7.47,16.8,11.1,6.3,5.8,3.9,85.0,Moderate rain at times
2022-10-14,Bern,Switzerland,46.92,7.47,16.8,11.9,8.9,8.6,7.0,84.0,Moderate rain at times
2022-10-15,Bern,Switzerland,46.92,7.47,20.5,14.0,10.2,11.4,0.6,82.0,Patchy rain possible
2022-10-16,Bern,Switzerland,46.92,7.47,20.1,13.6,8.2,6.4,0.0,76.0,Sunny
2022-10-17,Bern,Switzerland,46.92,7.47,22.9,14.6,8.2,6.7,0.0,71.0,Sunny
2022-10-18,Bern,Switzerland,46.92,7.47,21.3,14.8,10.2,6.8,0.0,78.0,Partly cloudy
2022-10-19,Bern,Switzerland,46.92,7.47,20.6,13.7,9.2,5.0,0.0,79.0,Sunny
2022-10-20,Bern,Switzerland,46.92,7.47,18.8,13.8,9.3,10.1,0.3,72.0,Patchy rain possible
2022-10-21,Bern,Switzerland,46.92,7.47,15.2,12.7,11.3,6.5,8.5,94.0,Moderate rain at times
2022-10-22,Bern,Switzerland,46.92,7.47,17.1,12.5,9.1,5.2,13.1,89.0,Patchy rain possible
2022-10-23,Bern,Switzerland,46.92,7.47,21.9,13.2,6.9,7.2,0.5,74.0,Partly cloudy
2022-10-24,Bern,Switzerland,46.92,7.47,14.1,11.7,8.6,7.6,4.2,96.0,Moderate or heavy rain shower
2022-10-25,Bern,Switzerland,46.92,7.47,18.7,11.4,6.7,6.5,0.0,84.0,Sunny
2022-10-26,Bern,Switzerland,46.92,7.47,20.8,13.6,9.5,8.6,1.7,78.0,Heavy rain at times
2022-10-27,Bern,Switzerland,46.92,7.47,20.8,13.9,9.3,6.0,0.0,73.0,Partly cloudy
2022-10-28,Bern,Switzerland,46.92,7.47,21.6,15.0,10.8,6.1,0.2,71.0,Patchy rain possible
2022-10-29,Bern,Switzerland,46.92,7.47,23.5,15.4,10.2,6.1,0.0,70.0,Sunny
2022-10-30,Bern,Switzerland,46.92,7.47,19.9,14.0,10.4,6.5,0.0,69.0,Sunny
2022-10-31,Bern,Switzerland,46.92,7.47,20.4,13.0,9.2,5.9,0.0,71.0,Overcast
2022-11-01,Bern,Switzerland,46.92,7.47,14.8,10.9,7.4,12.2,3.7,83.0,Moderate or heavy rain shower
2022-11-02,Bern,Switzerland,46.92,7.47,14.3,9.3,6.4,4.7,0.7,85.0,Partly cloudy
2022-11-03,Bern,Switzerland,46.92,7.47,13.1,8.3,4.3,14.5,9.3,82.0,Moderate rain at times
2022-11-04,Bern,Switzerland,46.92,7.47,8.9,6.8,5.2,17.6,4.6,92.0,Heavy rain at times
2022-11-05,Bern,Switzerland,46.92,7.47,8.9,5.2,1.7,6.5,6.1,87.0,Moderate rain at times
2022-11-06,Bern,Switzerland,46.92,7.47,10.5,4.9,-1.1,8.3,0.4,79.0,Cloudy
2022-11-07,Bern,Switzerland,46.92,7.47,14.0,7.9,3.8,9.0,0.0,77.0,Cloudy
2022-11-08,Bern,Switzerland,46.92,7.47,15.5,8.5,3.6,6.1,0.0,68.0,Overcast
2022-11-09,Bern,Switzerland,46.92,7.47,11.3,8.8,6.8,5.4,13.8,92.0,Moderate or heavy rain shower
2022-11-10,Bern,Switzerland,46.92,7.47,12.9,8.5,4.1,7.9,0.1,90.0,Partly cloudy
2022-11-11,Bern,Switzerland,46.92,7.47,13.2,7.0,2.4,4.0,0.0,80.0,Overcast
2022-11-12,Bern,Switzerland,46.92,7.47,13.5,7.8,3.9,4.3,0.0,74.0,Sunny
2022-11-13,Bern,Switzerland,46.92,7.47,15.6,7.6,3.1,6.5,0.0,74.0,Sunny
2022-11-14,Bern,Switzerland,46.92,7.47,11.2,7.3,4.0,7.2,1.3,80.0,Moderate rain at times
2022-11-15,Bern,Switzerland,46.92,7.47,11.0,7.4,4.6,7.2,1.0,88.0,Patchy rain possible
2022-11-16,Bern,Switzerland,46.92,7.47,11.0,7.6,4.5,6.8,8.4,88.0,Overcast
2022-11-17,Bern,Switzerland,46.92,7.47,11.2,7.2,3.1,19.4,4.5,88.0,Overcast
2022-11-18,Bern,Switzerland,46.92,7.47,9.1,6.5,3.2,13.3,5.9,91.0,Patchy rain possible
2022-11-19,Bern,Switzerland,46.92,7.47,7.1,3.8,1.2,5.8,0.1,89.0,Patchy rain possible
2022-11-20,Bern,Switzerland,46.92,7.47,6.1,3.8,2.1,12.2,2.6,89.0,Patchy rain possible
2022-11-21,Bern,Switzerland,46.92,7.47,8.7,5.0,3.0,10.4,1.9,82.0,Patchy rain possible
2022-11-22,Bern,Switzerland,46.92,7.47,4.5,3.2,1.4,12.8,4.9,95.0,Patchy rain possible
2022-11-23,Bern,Switzerland,46.92,7.47,8.0,3.6,-0.0,11.9,3.0,84.0,Heavy rain at times
2022-11-24,Bern,Switzerland,46.92,7.47,8.1,3.0,-0.8,8.6,0.0,87.0,Partly cloudy
2022-11-25,Bern,Switzerland,46.92,7.47,8.3,4.9,2.3,7.9,1.9,89.0,Moderate rain at times
2022-11-26,Bern,Switzerland,46.92,7.47,7.1,3.2,-0.8,8.3,0.6,87.0,Patchy rain possible
2022-11-27,Bern,Switzerland,46.92,7.47,7.7,2.5,-1.6,5.0,0.1,69.0,Patchy rain possible
2022-11-28,Bern,Switzerland,46.92,7.47,6.8,3.8,1.3,6.5,0.0,83.0,Overcast
2022-11-29,Bern,Switzerland,46.92,7.47,5.2,4.2,3.5,4.3,2.5,95.0,Patchy rain possible
2022-11-30,Bern,Switzerland,46.92,7.47,4.9,4.2,2.5,9.0,2.0,94.0,Patchy rain possible
2022-12-01,Bern,Switzerland,46.92,7.47,4.1,2.4,1.0,9.7,0.0,90.0,Overcast
2022-12-02,Bern,Switzerland,46.92,7.47,4.0,0.9,-1.3,7.9,0.0,87.0,Overcast
2022-12-03,Bern,Switzerland,46.92,7.47,5.2,1.1,-1.2,7.9,0.0,83.0,Cloudy
2022-12-04,Bern,Switzerland,46.92,7.47,5.0,1.5,-0.2,3.6,1.7,85.0,Light freezing rain
2022-12-05,Bern,Switzerland,46.92,7.47,3.4,1.2,-2.0,4.0,2.5,95.0,Light freezing rain
2022-12-06,Bern,Switzerland,46.92,7.47,5.0,-0.0,-2.9,5.8,0.0,85.0,Partly cloudy
2022-12-07,Bern,Switzerland,46.92,7.47,3.1,-0.1,-2.0,8.6,0.4,86.0,Light freezing rain
2022-12-08,Bern,Switzerland,46.92,7.47,4.5,-0.5,-3.7,4.0,0.0,81.0,Sunny
2022-12-09,Bern,Switzerland,46.92,7.47,1.9,1.0,0.4,4.3,7.5,98.0,Patchy moderate snow
2022-12-10,Bern,Switzerland,46.92,7.47,1.6,-0.1,-5.2,5.4,6.8,99.0,Patchy moderate snow
2022-12-11,Bern,Switzerland,46.92,7.47,-2.7,-6.1,-12.5,8.6,0.8,94.0,Light freezing rain
